true_id,source,source_customer_id,entity_type,note,source_transaction_id
cust_0123,MKT,MKT-DUP-7b8c10e159,customer,within-source-duplicate,
cust_0171,MKT,MKT-DUP-2f3ef9d749,customer,within-source-duplicate,
cust_0066,MKT,MKT-DUP-1a4d7a7f6f,customer,within-source-duplicate,
cust_0153,MKT,MKT-DUP-e82f9aad39,customer,within-source-duplicate,
cust_0093,ERP,ERP-aecf71a648,transaction,,TXN-f3ceef7361
cust_0080,ERP,ERP-95acac1e4d,transaction,,TXN-507db24bb7
cust_0169,ERP,ERP-57dd0cf90f,transaction,,TXN-1f879b0e8a
cust_0023,ERP,ERP-d18dd115f0,transaction,,TXN-be0aa81847
cust_0026,ERP,ERP-7fc842d15e,transaction,,TXN-911265fff5
cust_0099,ERP,ERP-0e52bbbbd5,transaction,,TXN-f685c546c3
cust_0004,ERP,ERP-ef75f4faa5,transaction,,TXN-29fb602aa1
cust_0047,ERP,ERP-e51cc3d23d,transaction,,TXN-2e4e579945
cust_0139,ERP,ERP-a21eaf7699,transaction,,TXN-7f78ab3418
cust_0160,ERP,ERP-4648a7fbe1,transaction,,TXN-e763614074
cust_0126,ERP,ERP-91f2e0f5ec,transaction,,TXN-fb498efb71
cust_0053,ERP,ERP-53de999693,transaction,,TXN-00ad7d9905
cust_0084,ERP,ERP-2eee60958c,transaction,,TXN-a50fa2ebd4
cust_0082,ERP,ERP-d235b00fb5,transaction,,TXN-6da3552568
cust_0087,ERP,ERP-b3eae34b6d,transaction,,TXN-4a9bf452c9
cust_0054,ERP,ERP-304db3fe27,transaction,,TXN-954aa83345
cust_0172,ERP,ERP-12113c387d,transaction,,TXN-a343238848
cust_0176,ERP,ERP-fa0b225bd8,transaction,,TXN-d5cf6a7234
cust_0123,ERP,ERP-28259da44d,transaction,,TXN-8a744c7469
cust_0069,ERP,ERP-abd3cf8203,transaction,,TXN-aad013ba9b
cust_0150,ERP,ERP-9a6034c112,transaction,,TXN-b892cce4a1
cust_0055,ERP,ERP-1803805983,transaction,,TXN-03c188f31c
cust_0184,ERP,ERP-aa5569a7b8,transaction,,TXN-1a38e87986
cust_0094,ERP,ERP-500c94d47f,transaction,,TXN-9e43b541e1
cust_0190,ERP,ERP-94d8b906c1,transaction,,TXN-eb00434fb7
cust_0025,ERP,ERP-d80555b578,transaction,,TXN-3d3b046c12
cust_0151,ERP,ERP-95a35fbfbb,transaction,,TXN-e665e3f543
cust_0047,ERP,ERP-e51cc3d23d,transaction,,TXN-c6d5f66174
cust_0086,ERP,ERP-5f5b913e98,transaction,,TXN-b06e7ea8d8
cust_0112,ERP,ERP-48fa610c27,transaction,,TXN-593ebe6497
cust_0094,ERP,ERP-500c94d47f,transaction,,TXN-ad02dcb360
cust_0191,ERP,ERP-6ca8d7d8e7,transaction,,TXN-9f54a08f3f
cust_0059,ERP,ERP-bc5b633176,transaction,,TXN-bac2c2058e
cust_0145,ERP,ERP-2909679b77,transaction,,TXN-e629e33328
cust_0095,ERP,ERP-26bcd5e6f2,transaction,,TXN-30a514db70
cust_0052,ERP,ERP-2dfca1ec11,transaction,,TXN-3da30889f5
cust_0177,ERP,ERP-0d1916600d,transaction,,TXN-dc5a42ed58
cust_0051,ERP,ERP-063f43b4b6,transaction,,TXN-4f76f2e557
cust_0123,ERP,ERP-28259da44d,transaction,,TXN-fbd39a545a
cust_0044,ERP,ERP-f3c1fc1649,transaction,,TXN-9419d69586
cust_0194,ERP,ERP-db2e1c4d45,transaction,,TXN-546356736d
cust_0025,ERP,ERP-d80555b578,transaction,,TXN-e193480fe9
cust_0077,ERP,ERP-ae75ad7df5,transaction,,TXN-e127f2cb6d
cust_0162,ERP,ERP-4f0d1a73dc,transaction,,TXN-15ce4bf899
cust_0007,ERP,ERP-f1469ceb7a,transaction,,TXN-301a21cd02
cust_0172,ERP,ERP-12113c387d,transaction,,TXN-1cef25988e
cust_0111,ERP,ERP-65a6743867,transaction,,TXN-9bac47b41a
cust_0076,ERP,ERP-c881213264,transaction,,TXN-52f0b0d26c
cust_0170,ERP,ERP-0bf8f43b7d,transaction,,TXN-ed30fa0764
cust_0002,ERP,ERP-f6ba2db5c0,transaction,,TXN-2916cd3f85
cust_0169,ERP,ERP-57dd0cf90f,transaction,,TXN-b5f6ceb9ab
cust_0065,ERP,ERP-af887e32cd,transaction,,TXN-08a8046af6
cust_0057,ERP,ERP-2b63b3dc33,transaction,,TXN-ace12d3bba
cust_0085,ERP,ERP-038b4385b9,transaction,,TXN-2190ccf5a2
cust_0132,ERP,ERP-44dd54232d,transaction,,TXN-f819374fac
cust_0051,ERP,ERP-063f43b4b6,transaction,,TXN-596fb0e788
cust_0110,ERP,ERP-ef705e9696,transaction,,TXN-4a64532add
cust_0093,ERP,ERP-aecf71a648,transaction,,TXN-2b511e2976
cust_0010,ERP,ERP-26e7323705,transaction,,TXN-39b6802e02
cust_0106,ERP,ERP-e2ee723dbd,transaction,,TXN-a3d6a52758
cust_0035,ERP,ERP-0617daa491,transaction,,TXN-2e8c81d403
cust_0059,ERP,ERP-bc5b633176,transaction,,TXN-5d977c3883
cust_0171,ERP,ERP-72f504ddea,transaction,,TXN-9209143b6d
cust_0069,ERP,ERP-abd3cf8203,transaction,,TXN-c427086dc7
cust_0000,ERP,ERP-7d0b8f3068,transaction,,TXN-1ae7f61328
cust_0026,ERP,ERP-7fc842d15e,transaction,,TXN-9d19d354b3
cust_0014,ERP,ERP-0e97b59b65,transaction,,TXN-86e1fe4d94
cust_0155,ERP,ERP-1e865830d2,transaction,,TXN-8cef4d9b50
cust_0085,ERP,ERP-038b4385b9,transaction,,TXN-5a38b8b137
cust_0041,ERP,ERP-88ed91cf8f,transaction,,TXN-21d004552c
cust_0111,ERP,ERP-65a6743867,transaction,,TXN-e4d63909d4
cust_0080,ERP,ERP-95acac1e4d,transaction,,TXN-4e1eb124a0
cust_0090,ERP,ERP-a0c708891b,transaction,,TXN-e8f9a24adf
cust_0159,ERP,ERP-f3457f4a23,transaction,,TXN-19c4966842
cust_0157,ERP,ERP-42ef5a2979,transaction,,TXN-679a85b1db
cust_0010,ERP,ERP-26e7323705,transaction,,TXN-43c6642495
cust_0173,ERP,ERP-81fbb1bd40,transaction,,TXN-abd4d2c248
cust_0190,ERP,ERP-94d8b906c1,transaction,,TXN-e1781a5501
cust_0002,ERP,ERP-f6ba2db5c0,transaction,,TXN-503f9a1096
cust_0185,ERP,ERP-e0acf26d0c,transaction,,TXN-c3daa37170
cust_0171,ERP,ERP-72f504ddea,transaction,,TXN-e7c27effca
cust_0152,ERP,ERP-db9134a1b8,transaction,,TXN-e75b745dcb
cust_0031,ERP,ERP-6d2f2e38e5,transaction,,TXN-1a8631778f
cust_0020,ERP,ERP-ef9edc7da8,transaction,,TXN-04c04fd2ac
cust_0158,ERP,ERP-9cd682f6db,transaction,,TXN-17abc19a83
cust_0079,ERP,ERP-823c7484c9,transaction,,TXN-4432cb7145
cust_0016,ERP,ERP-41445bd11a,transaction,,TXN-0a5898a70f
cust_0052,ERP,ERP-2dfca1ec11,transaction,,TXN-ec4960c512
cust_0164,ERP,ERP-3414360547,transaction,,TXN-23c046af5a
cust_0088,ERP,ERP-5c3818f8c9,transaction,,TXN-3635363f42
cust_0151,ERP,ERP-95a35fbfbb,transaction,,TXN-46736571ad
cust_0060,ERP,ERP-d57d655b56,transaction,,TXN-ef25c71d81
cust_0168,ERP,ERP-7758012177,transaction,,TXN-a5d78e21f4
cust_0170,ERP,ERP-0bf8f43b7d,transaction,,TXN-2cdb2e9aed
cust_0065,ERP,ERP-af887e32cd,transaction,,TXN-4786441e48
cust_0128,ERP,ERP-5c43ced908,transaction,,TXN-bcd429bb0a
cust_0030,ERP,ERP-5072b2ff93,transaction,,TXN-0b6ebf8fd5
cust_0182,ERP,ERP-cbfa80ef3f,transaction,,TXN-6d7efd1819
cust_0168,ERP,ERP-7758012177,transaction,,TXN-2c189ff799
cust_0047,ERP,ERP-e51cc3d23d,transaction,,TXN-055f64c71a
cust_0125,ERP,ERP-222ac75442,transaction,,TXN-de799aeae3
cust_0026,ERP,ERP-7fc842d15e,transaction,,TXN-4d6caa84f5
cust_0054,ERP,ERP-304db3fe27,transaction,,TXN-b1c88fae59
cust_0107,ERP,ERP-6ec60b87e1,transaction,,TXN-bfc07ea219
cust_0198,ERP,ERP-46fb25b424,transaction,,TXN-d188cada8b
cust_0086,ERP,ERP-5f5b913e98,transaction,,TXN-dcc8cb86dd
cust_0012,ERP,ERP-7a237c0b7e,transaction,,TXN-9c565c8cbc
cust_0164,ERP,ERP-3414360547,transaction,,TXN-5297ecb7e3
cust_0103,ERP,ERP-b0c319cfb8,transaction,,TXN-a9d44ac91e
cust_0185,ERP,ERP-e0acf26d0c,transaction,,TXN-aa5417d2fe
cust_0123,ERP,ERP-28259da44d,transaction,,TXN-95fb03b97e
cust_0079,ERP,ERP-823c7484c9,transaction,,TXN-57d74d6313
cust_0197,ERP,ERP-e6048a91e7,transaction,,TXN-47855522d5
cust_0104,ERP,ERP-db275b8f5f,transaction,,TXN-1eb9a99dc6
cust_0192,ERP,ERP-106f9167a0,transaction,,TXN-d4382fefdc
cust_0086,ERP,ERP-5f5b913e98,transaction,,TXN-c89a01850e
cust_0044,ERP,ERP-f3c1fc1649,transaction,,TXN-e3a9e5e161
cust_0072,ERP,ERP-d1b3f2409b,transaction,,TXN-11ef97a428
cust_0082,ERP,ERP-d235b00fb5,transaction,,TXN-837c8eb7bc
cust_0148,ERP,ERP-d3c65e6bb0,transaction,,TXN-1d9ecbaca7
cust_0046,ERP,ERP-75789abbc8,transaction,,TXN-d7dc0dd872
cust_0091,ERP,ERP-54374dab4d,transaction,,TXN-b3b5c6b04c
cust_0123,ERP,ERP-28259da44d,transaction,,TXN-3e54b09511
cust_0170,ERP,ERP-0bf8f43b7d,transaction,,TXN-e19b49d65e
cust_0189,ERP,ERP-a8619634ad,transaction,,TXN-4509199c1a
cust_0016,ERP,ERP-41445bd11a,transaction,,TXN-67de9bbaf4
cust_0132,ERP,ERP-44dd54232d,transaction,,TXN-6854572419
cust_0121,ERP,ERP-f3fc0087c8,transaction,,TXN-5b92c9c2ac
cust_0121,ERP,ERP-f3fc0087c8,transaction,,TXN-8c6d119b12
cust_0070,ERP,ERP-4557cce138,transaction,,TXN-4da99053e9
cust_0087,ERP,ERP-b3eae34b6d,transaction,,TXN-cf452e3edc
cust_0115,ERP,ERP-be51853b2f,transaction,,TXN-0bcd785ac9
cust_0138,ERP,ERP-16b54e87d6,transaction,,TXN-eb2d3da4f7
cust_0060,ERP,ERP-d57d655b56,transaction,,TXN-59ff7a7c8b
cust_0005,ERP,ERP-6489ce77ed,transaction,,TXN-0d6937d84c
cust_0121,ERP,ERP-f3fc0087c8,transaction,,TXN-f8e20f97b3
cust_0031,ERP,ERP-6d2f2e38e5,transaction,,TXN-4a7ee0e109
cust_0138,ERP,ERP-16b54e87d6,transaction,,TXN-02b5dbc6b7
cust_0068,ERP,ERP-82be1db8d0,transaction,,TXN-3fb2c93969
cust_0041,ERP,ERP-88ed91cf8f,transaction,,TXN-ca80abc786
cust_0134,ERP,ERP-4bab68c6ac,transaction,,TXN-93271975c5
cust_0182,ERP,ERP-cbfa80ef3f,transaction,,TXN-6d3d965420
cust_0004,ERP,ERP-ef75f4faa5,transaction,,TXN-ce1599baac
cust_0138,ERP,ERP-16b54e87d6,transaction,,TXN-eae66ed239
cust_0017,ERP,ERP-4b17b16b61,transaction,,TXN-58ae4e2aec
cust_0149,ERP,ERP-7073857e0b,transaction,,TXN-4f0c76bc78
cust_0161,ERP,ERP-4760f76def,transaction,,TXN-ce1b3d5261
cust_0120,ERP,ERP-ed3c2ee0fe,transaction,,TXN-ebe7777b26
cust_0055,ERP,ERP-1803805983,transaction,,TXN-11fea21f66
cust_0080,ERP,ERP-95acac1e4d,transaction,,TXN-fbbfc30620
cust_0000,ERP,ERP-7d0b8f3068,transaction,,TXN-d369eb7d16
cust_0045,ERP,ERP-8c0635153c,transaction,,TXN-d58e5eed40
cust_0166,ERP,ERP-82f0dbcc71,transaction,,TXN-4a4f947fc9
cust_0065,ERP,ERP-af887e32cd,transaction,,TXN-8b294ecc94
cust_0103,ERP,ERP-b0c319cfb8,transaction,,TXN-48a0be5aee
cust_0060,ERP,ERP-d57d655b56,transaction,,TXN-07b34fcf6d
cust_0110,ERP,ERP-ef705e9696,transaction,,TXN-dc29e6c3bd
cust_0089,ERP,ERP-1efbe132c4,transaction,,TXN-ad5652825b
cust_0169,ERP,ERP-57dd0cf90f,transaction,,TXN-ef9cc98fb6
cust_0043,ERP,ERP-5b94e63558,transaction,,TXN-63a86372b3
cust_0103,ERP,ERP-b0c319cfb8,transaction,,TXN-21362ef8f3
cust_0038,ERP,ERP-a167766301,transaction,,TXN-b07e6b2721
cust_0068,ERP,ERP-82be1db8d0,transaction,,TXN-4c6e82bbad
cust_0191,ERP,ERP-6ca8d7d8e7,transaction,,TXN-4229c3c5d9
cust_0085,ERP,ERP-038b4385b9,transaction,,TXN-2a1997f47c
cust_0000,ERP,ERP-7d0b8f3068,transaction,,TXN-952459fe03
cust_0110,ERP,ERP-ef705e9696,transaction,,TXN-66ec423ba2
cust_0021,ERP,ERP-a134bcfe0e,transaction,,TXN-568554b457
cust_0055,ERP,ERP-1803805983,transaction,,TXN-0450188211
cust_0065,ERP,ERP-af887e32cd,transaction,,TXN-a4b2e3cac9
cust_0016,ERP,ERP-41445bd11a,transaction,,TXN-1a79b590d7
cust_0029,ERP,ERP-5e1e80912c,transaction,,TXN-aa12bf5fd6
cust_0171,ERP,ERP-72f504ddea,transaction,,TXN-d193151c08
cust_0157,ERP,ERP-42ef5a2979,transaction,,TXN-7f8b4d53f2
cust_0044,ERP,ERP-f3c1fc1649,transaction,,TXN-11f761e184
cust_0078,ERP,ERP-35e66b199d,transaction,,TXN-280181497a
cust_0055,ERP,ERP-1803805983,transaction,,TXN-656d8d79cc
cust_0137,ERP,ERP-1e3550a3a3,transaction,,TXN-8700f693e3
cust_0056,ERP,ERP-cd2402684f,transaction,,TXN-d827033e6b
cust_0109,ERP,ERP-4293bc841b,transaction,,TXN-ad8d548e83
cust_0017,ERP,ERP-4b17b16b61,transaction,,TXN-1460df7438
cust_0166,ERP,ERP-82f0dbcc71,transaction,,TXN-ffb265fae9
cust_0010,ERP,ERP-26e7323705,transaction,,TXN-c3d25070bd
cust_0108,ERP,ERP-9497e65085,transaction,,TXN-f11f839250
cust_0000,ERP,ERP-7d0b8f3068,transaction,,TXN-6937633f83
cust_0152,ERP,ERP-db9134a1b8,transaction,,TXN-8d6b53099d
cust_0078,ERP,ERP-35e66b199d,transaction,,TXN-a1b3b96a7a
cust_0009,ERP,ERP-14445e7958,transaction,,TXN-7960ad5067
cust_0192,ERP,ERP-106f9167a0,transaction,,TXN-db05decb57
cust_0164,ERP,ERP-3414360547,transaction,,TXN-a64f9b8f36
cust_0109,ERP,ERP-4293bc841b,transaction,,TXN-1dc9d7f69d
cust_0052,ERP,ERP-2dfca1ec11,transaction,,TXN-9b95753ee8
cust_0035,ERP,ERP-0617daa491,transaction,,TXN-df22f5234f
cust_0007,ERP,ERP-f1469ceb7a,transaction,,TXN-2c0ce9e10e
cust_0182,ERP,ERP-cbfa80ef3f,transaction,,TXN-a2c2785bc5
cust_0190,ERP,ERP-94d8b906c1,transaction,,TXN-d808d09762
cust_0123,ERP,ERP-28259da44d,transaction,,TXN-3fff7167ca
cust_0084,ERP,ERP-2eee60958c,transaction,,TXN-316857247f
cust_0161,ERP,ERP-4760f76def,transaction,,TXN-0ca13775aa
cust_0031,ERP,ERP-6d2f2e38e5,transaction,,TXN-ad04b1dc98
cust_0034,ERP,ERP-99df1f3ad0,transaction,,TXN-2eb53b6d95
cust_0004,ERP,ERP-ef75f4faa5,transaction,,TXN-f9d3dd7e30
cust_0191,ERP,ERP-6ca8d7d8e7,transaction,,TXN-4f31a88daf
cust_0128,ERP,ERP-5c43ced908,transaction,,TXN-132173b6c2
cust_0051,ERP,ERP-063f43b4b6,transaction,,TXN-7b0f5c0847
cust_0051,ERP,ERP-063f43b4b6,transaction,,TXN-d411323de6
cust_0046,ERP,ERP-75789abbc8,transaction,,TXN-d621cfee56
cust_0127,ERP,ERP-9250cc74e9,transaction,,TXN-8afab5072e
cust_0138,ERP,ERP-16b54e87d6,transaction,,TXN-a2330ebda2
cust_0185,ERP,ERP-e0acf26d0c,transaction,,TXN-af600b2dff
cust_0043,ERP,ERP-5b94e63558,transaction,,TXN-2b7c39d5ab
cust_0152,ERP,ERP-db9134a1b8,transaction,,TXN-e08e71db86
cust_0121,ERP,ERP-f3fc0087c8,transaction,,TXN-85a055a646
cust_0086,ERP,ERP-5f5b913e98,transaction,,TXN-38490f2346
cust_0007,ERP,ERP-f1469ceb7a,transaction,,TXN-8b0305864f
cust_0037,ERP,ERP-aa3308ec6d,transaction,,TXN-c6f134e31c
cust_0168,ERP,ERP-7758012177,transaction,,TXN-7104fc1e08
cust_0190,ERP,ERP-94d8b906c1,transaction,,TXN-3f681af82c
cust_0051,ERP,ERP-063f43b4b6,transaction,,TXN-8c88fc0031
cust_0123,ERP,ERP-28259da44d,transaction,,TXN-294605b59b
cust_0184,ERP,ERP-aa5569a7b8,transaction,,TXN-6d14518cd7
cust_0184,ERP,ERP-aa5569a7b8,transaction,,TXN-529ee5ca68
cust_0161,ERP,ERP-4760f76def,transaction,,TXN-2bb3c06bcb
cust_0050,ERP,ERP-e5f7a145e6,transaction,,TXN-8b0278dcd8
cust_0142,ERP,ERP-5de73d943f,transaction,,TXN-732ecfccd7
cust_0009,ERP,ERP-14445e7958,transaction,,TXN-b22661f758
cust_0025,ERP,ERP-d80555b578,transaction,,TXN-9e42f03c4c
cust_0061,ERP,ERP-7b04792af9,transaction,,TXN-a6fa44065e
cust_0142,ERP,ERP-5de73d943f,transaction,,TXN-9cf0ebe3bc
cust_0008,ERP,ERP-933fbe2566,transaction,,TXN-ef4cf0771d
cust_0186,ERP,ERP-8502475eb9,transaction,,TXN-b3a5751a03
cust_0112,ERP,ERP-48fa610c27,transaction,,TXN-4e0737f52e
cust_0192,ERP,ERP-106f9167a0,transaction,,TXN-9bdb08e2c1
cust_0198,ERP,ERP-46fb25b424,transaction,,TXN-fc2d4c6d75
cust_0085,ERP,ERP-038b4385b9,transaction,,TXN-0f537d97e0
cust_0168,ERP,ERP-7758012177,transaction,,TXN-1aa4e3813e
cust_0190,ERP,ERP-94d8b906c1,transaction,,TXN-b36e23edaa
cust_0031,ERP,ERP-6d2f2e38e5,transaction,,TXN-612ce408db
cust_0132,ERP,ERP-44dd54232d,transaction,,TXN-4247f43ded
cust_0031,ERP,ERP-6d2f2e38e5,transaction,,TXN-a19fa17b85
cust_0034,ERP,ERP-99df1f3ad0,transaction,,TXN-cd8b70bc53
cust_0151,ERP,ERP-95a35fbfbb,transaction,,TXN-20210985f9
cust_0189,ERP,ERP-a8619634ad,transaction,,TXN-ca14ddae5f
cust_0164,ERP,ERP-3414360547,transaction,,TXN-28cf618ab4
cust_0069,ERP,ERP-abd3cf8203,transaction,,TXN-ab8a5422f1
cust_0073,ERP,ERP-ec956484b5,transaction,,TXN-2ecca9d1ae
cust_0103,ERP,ERP-b0c319cfb8,transaction,,TXN-b18ba03dd3
cust_0086,ERP,ERP-5f5b913e98,transaction,,TXN-4d3fe6fceb
cust_0118,ERP,ERP-d6378c9b54,transaction,,TXN-b2116b439f
cust_0178,ERP,ERP-728440e439,transaction,,TXN-1ee7d34be4
cust_0076,ERP,ERP-c881213264,transaction,,TXN-92edd08aaf
cust_0020,ERP,ERP-ef9edc7da8,transaction,,TXN-41b2b98b43
cust_0155,ERP,ERP-1e865830d2,transaction,,TXN-526c883c9c
cust_0189,ERP,ERP-a8619634ad,transaction,,TXN-0cd2d1b7c6
cust_0182,ERP,ERP-cbfa80ef3f,transaction,,TXN-c02bebe67b
cust_0127,ERP,ERP-9250cc74e9,transaction,,TXN-74a0801a40
cust_0058,ERP,ERP-dec1355c58,transaction,,TXN-5477cdbfc2
cust_0173,ERP,ERP-81fbb1bd40,transaction,,TXN-9129814ece
cust_0131,ERP,ERP-d2753fd71c,transaction,,TXN-6b0201d1d4
cust_0064,ERP,ERP-1bbdfd426c,transaction,,TXN-328376f66f
cust_0109,ERP,ERP-4293bc841b,transaction,,TXN-2845af7fe2
cust_0113,ERP,ERP-fa2fd44f0a,transaction,,TXN-7696e50b3d
cust_0128,ERP,ERP-5c43ced908,transaction,,TXN-bde8be50b7
cust_0164,ERP,ERP-3414360547,transaction,,TXN-11d635823e
cust_0142,ERP,ERP-5de73d943f,transaction,,TXN-33c4537e40
cust_0178,ERP,ERP-728440e439,transaction,,TXN-3412427251
cust_0190,ERP,ERP-94d8b906c1,transaction,,TXN-71e36afa80
cust_0169,ERP,ERP-57dd0cf90f,transaction,,TXN-631b85aecf
cust_0106,ERP,ERP-e2ee723dbd,transaction,,TXN-4c5a037869
cust_0067,ERP,ERP-31bb73d117,transaction,,TXN-3171a4c1a8
cust_0112,ERP,ERP-48fa610c27,transaction,,TXN-558e49f4b7
cust_0139,ERP,ERP-a21eaf7699,transaction,,TXN-b3e7999ee3
cust_0029,ERP,ERP-5e1e80912c,transaction,,TXN-e30c7da938
cust_0156,ERP,ERP-0be64dbe3e,transaction,,TXN-758349bd80
cust_0151,ERP,ERP-95a35fbfbb,transaction,,TXN-9559da5652
cust_0087,ERP,ERP-b3eae34b6d,transaction,,TXN-063ddbfdea
cust_0110,ERP,ERP-ef705e9696,transaction,,TXN-da7cd4075a
cust_0099,ERP,ERP-0e52bbbbd5,transaction,,TXN-68ccec3b11
cust_0094,ERP,ERP-500c94d47f,transaction,,TXN-e11f47e883
cust_0030,ERP,ERP-5072b2ff93,transaction,,TXN-8b53d086a5
cust_0053,ERP,ERP-53de999693,transaction,,TXN-ebb8ba8ccc
cust_0099,ERP,ERP-0e52bbbbd5,transaction,,TXN-707029004d
cust_0156,ERP,ERP-0be64dbe3e,transaction,,TXN-283b451e61
cust_0049,ERP,ERP-4a086af8c2,transaction,,TXN-27c3573f11
cust_0035,ERP,ERP-0617daa491,transaction,,TXN-a197fdcca9
cust_0166,ERP,ERP-82f0dbcc71,transaction,,TXN-4d244cc3d9
cust_0050,ERP,ERP-e5f7a145e6,transaction,,TXN-2b483745f3
cust_0012,ERP,ERP-7a237c0b7e,transaction,,TXN-1b15703b0e
cust_0052,ERP,ERP-2dfca1ec11,transaction,,TXN-b5a5b8c3db
cust_0061,ERP,ERP-7b04792af9,transaction,,TXN-373321c0c3
cust_0078,ERP,ERP-35e66b199d,transaction,,TXN-7dd76b385d
cust_0070,ERP,ERP-4557cce138,transaction,,TXN-1a5fcdff27
cust_0079,ERP,ERP-823c7484c9,transaction,,TXN-ec211d6901
cust_0102,ERP,ERP-b8ed86330e,transaction,,TXN-34daf9a49f
cust_0110,ERP,ERP-ef705e9696,transaction,,TXN-ad432808d2
cust_0032,ERP,ERP-1531dee915,transaction,,TXN-ac7535d8f0
cust_0078,ERP,ERP-35e66b199d,transaction,,TXN-24336a290b
cust_0034,ERP,ERP-99df1f3ad0,transaction,,TXN-661313472b
cust_0037,ERP,ERP-aa3308ec6d,transaction,,TXN-029f4dec7f
cust_0177,ERP,ERP-0d1916600d,transaction,,TXN-50cabe75e0
cust_0068,ERP,ERP-82be1db8d0,transaction,,TXN-51629c98bd
cust_0045,ERP,ERP-8c0635153c,transaction,,TXN-7230bf3019
cust_0022,ERP,ERP-b51f609cb3,transaction,,TXN-f8728ccaad
cust_0001,ERP,ERP-60395caa93,transaction,,TXN-4a84644445
cust_0164,ERP,ERP-3414360547,transaction,,TXN-5852e96b27
cust_0000,ERP,ERP-7d0b8f3068,transaction,,TXN-28d80adcf1
cust_0145,ERP,ERP-2909679b77,transaction,,TXN-006010c2c6
cust_0134,ERP,ERP-4bab68c6ac,transaction,,TXN-0904428ca8
cust_0045,ERP,ERP-8c0635153c,transaction,,TXN-80fd88ec35
cust_0084,ERP,ERP-2eee60958c,transaction,,TXN-8ca746ed6f
cust_0056,ERP,ERP-cd2402684f,transaction,,TXN-0d05b8f119
cust_0151,ERP,ERP-95a35fbfbb,transaction,,TXN-b60d19ec19
cust_0000,ERP,ERP-7d0b8f3068,transaction,,TXN-02c4e4fe6c
cust_0109,ERP,ERP-4293bc841b,transaction,,TXN-0a7fe17090
cust_0068,ERP,ERP-82be1db8d0,transaction,,TXN-b9b2ca4a11
cust_0164,ERP,ERP-3414360547,transaction,,TXN-cddcfffbd4
cust_0121,ERP,ERP-f3fc0087c8,transaction,,TXN-ae0497c2dc
cust_0078,ERP,ERP-35e66b199d,transaction,,TXN-eb52e97eb9
cust_0085,ERP,ERP-038b4385b9,transaction,,TXN-55a8556035
cust_0103,ERP,ERP-b0c319cfb8,transaction,,TXN-01a55c14b9
cust_0141,ERP,ERP-68c2618db2,transaction,,TXN-9eede55db8
cust_0112,ERP,ERP-48fa610c27,transaction,,TXN-a02dea20d9
cust_0094,ERP,ERP-500c94d47f,transaction,,TXN-7406c2c8b7
cust_0191,ERP,ERP-6ca8d7d8e7,transaction,,TXN-ca6f6294cf
cust_0006,ERP,ERP-7c623c06c3,transaction,,TXN-278fcdae69
cust_0088,ERP,ERP-5c3818f8c9,transaction,,TXN-07fd6a11dd
cust_0091,ERP,ERP-54374dab4d,transaction,,TXN-232cd4f790
cust_0139,ERP,ERP-a21eaf7699,transaction,,TXN-c7ae13f492
cust_0044,ERP,ERP-f3c1fc1649,transaction,,TXN-a4b63da9a5
cust_0160,ERP,ERP-4648a7fbe1,transaction,,TXN-38c06911cf
cust_0073,ERP,ERP-ec956484b5,transaction,,TXN-1115c00e9c
cust_0198,ERP,ERP-46fb25b424,transaction,,TXN-3f7ba662ea
cust_0186,ERP,ERP-8502475eb9,transaction,,TXN-ba2f032380
cust_0150,ERP,ERP-9a6034c112,transaction,,TXN-98aca1c7c8
cust_0178,ERP,ERP-728440e439,transaction,,TXN-f000d3a74d
cust_0028,ERP,ERP-ff29cb37c5,transaction,,TXN-a3fb6d18cd
cust_0132,ERP,ERP-44dd54232d,transaction,,TXN-cd79920ea5
cust_0068,ERP,ERP-82be1db8d0,transaction,,TXN-2d5966c967
cust_0146,ERP,ERP-bf88ca1bde,transaction,,TXN-f068504e82
cust_0121,ERP,ERP-f3fc0087c8,transaction,,TXN-7adb882927
cust_0093,ERP,ERP-aecf71a648,transaction,,TXN-fa85436525
cust_0038,ERP,ERP-a167766301,transaction,,TXN-bb9813396f
cust_0061,ERP,ERP-7b04792af9,transaction,,TXN-c32c8af98b
cust_0010,ERP,ERP-26e7323705,transaction,,TXN-94568a399a
cust_0111,ERP,ERP-65a6743867,transaction,,TXN-9e91e678c3
cust_0125,ERP,ERP-222ac75442,transaction,,TXN-0d3320c396
cust_0042,ERP,ERP-83fcfd3eec,transaction,,TXN-0107ba2e22
cust_0070,ERP,ERP-4557cce138,transaction,,TXN-a4a4b5a97f
cust_0137,ERP,ERP-1e3550a3a3,transaction,,TXN-f9d37f33ca
cust_0043,ERP,ERP-5b94e63558,transaction,,TXN-421c927f8e
cust_0061,ERP,ERP-7b04792af9,transaction,,TXN-36dddd6b81
cust_0109,ERP,ERP-4293bc841b,transaction,,TXN-8c86e1bae6
cust_0052,ERP,ERP-2dfca1ec11,transaction,,TXN-fa78d153ae
cust_0152,ERP,ERP-db9134a1b8,transaction,,TXN-152029da02
cust_0098,ERP,ERP-978a114363,transaction,,TXN-88e9c6759b
cust_0115,ERP,ERP-be51853b2f,transaction,,TXN-a4bc234b8f
cust_0194,ERP,ERP-db2e1c4d45,transaction,,TXN-f2cad1df88
cust_0194,ERP,ERP-db2e1c4d45,transaction,,TXN-2402fd7a5b
