source_transaction_id,source_customer_id,transaction_date,amount,currency,description,status,source_system
TXN-7696e50b3d,ERP-fa2fd44f0a,,489.05,KES,Bluetooth Speaker,completed,ERP
TXN-bde8be50b7,ERP-5c43ced908,2026-09-23,656.73,USD,Laptop Stand,refunded,ERP
TXN-11d635823e,ERP-3414360547,2026-09-23,694.65,KES,Annual Subscription,completed,ERP
TXN-33c4537e40,ERP-5de73d943f,2026-09-23,275.52,KES,Smart Watch Band,completed,ERP
TXN-3412427251,ERP-728440e439,2026-09-23,54.7,USD,Monthly Plan,completed,ERP
TXN-71e36afa80,ERP-94d8b906c1,2026-09-23,728.98,USD,Express Shipping,completed,ERP
TXN-631b85aecf,ERP-57dd0cf90f,2026-09-23,645.27,KES,Smart Watch Band,completed,ERP
TXN-4c5a037869,ERP-e2ee723dbd,2026-09-23,736.65,KES,Smart Watch Band,refunded,ERP
TXN-3171a4c1a8,ERP-31bb73d117,2026-09-23,684.68,KES,Power Bank 20000mAh,completed,ERP
TXN-558e49f4b7,ERP-48fa610c27,2026-09-23,579.13,KES,Power Bank 20000mAh,completed,ERP
TXN-b3e7999ee3,ERP-a21eaf7699,2026-09-23,534.79,KES,USB-C Hub,completed,ERP
TXN-e30c7da938,ERP-5e1e80912c,2026-09-23,662.18,,Smart Watch Band,completed,ERP
TXN-758349bd80,ERP-0be64dbe3e,2026-09-23,195.07,USD,Keyboard Cover,disputed,ERP
TXN-9559da5652,ERP-95a35fbfbb,2026-09-23,257.12,KES,Monthly Plan,completed,ERP
TXN-063ddbfdea,ERP-b3eae34b6d,2026-09-23,667.04,KES,Express Shipping,completed,ERP
TXN-da7cd4075a,ERP-ef705e9696,2026-09-23,157.66,USD,Screen Protector,completed,ERP
TXN-68ccec3b11,ERP-0e52bbbbd5,2026-09-23,724.48,KES,Screen Protector,disputed,ERP
TXN-e11f47e883,ERP-500c94d47f,2026-09-23,804.55,KES,Annual Subscription,pending,ERP
TXN-8b53d086a5,ERP-5072b2ff93,2026-09-23,459.79,KES,Express Shipping,completed,ERP
TXN-ebb8ba8ccc,ERP-53de999693,2026-09-23,187.55,KES,Cable Organizer,completed,ERP
TXN-707029004d,ERP-0e52bbbbd5,2026-09-23,576.66,EUR,USB-C Hub,completed,ERP
TXN-283b451e61,ERP-0be64dbe3e,2026-09-23,516.18,KES,Gift Card 1000,completed,ERP
TXN-27c3573f11,ERP-4a086af8c2,2026-09-23,348.73,KES,Power Bank 20000mAh,completed,ERP
TXN-a197fdcca9,ERP-0617daa491,2026-09-23,324.94,KES,Laptop Stand,refunded,ERP
TXN-4d244cc3d9,ERP-82f0dbcc71,2026-09-23,736.26,USD,Wireless Earbuds,completed,ERP
TXN-2b483745f3,ERP-e5f7a145e6,,471.16,USD,Cable Organizer,completed,ERP
TXN-1b15703b0e,ERP-7a237c0b7e,2026-09-23,49.67,USD,Monthly Plan,disputed,ERP
TXN-b5a5b8c3db,ERP-2dfca1ec11,2026-09-23,429.38,KES,Monthly Plan,completed,ERP
TXN-373321c0c3,ERP-7b04792af9,2026-09-23,719.23,USD,USB-C Hub,completed,ERP
TXN-7dd76b385d,ERP-35e66b199d,2026-09-23,818.03,KES,Monthly Plan,completed,ERP
TXN-1a5fcdff27,ERP-4557cce138,2026-09-23,525.76,EUR,Monthly Plan,completed,ERP
TXN-ec211d6901,ERP-823c7484c9,2026-09-23,583.05,KES,Laptop Stand,completed,ERP
TXN-34daf9a49f,ERP-b8ed86330e,2026-09-23,303.53,KES,Laptop Stand,completed,ERP
TXN-ad432808d2,ERP-ef705e9696,2026-09-23,250.1,KES,Wireless Earbuds,completed,ERP
TXN-ac7535d8f0,ERP-1531dee915,2026-09-23,795.43,KES.,Wireless Earbuds,pending,ERP
TXN-24336a290b,ERP-35e66b199d,2026-09-23,-90.63,KES,Screen Protector,completed,ERP
TXN-661313472b,ERP-99df1f3ad0,2026-09-23,257.9,KES,Gift Card 1000,completed,ERP
TXN-029f4dec7f,ERP-aa3308ec6d,2026-09-23,308.56,USD,USB-C Hub,completed,ERP
TXN-50cabe75e0,ERP-0d1916600d,2026-09-23,815.95,EUR,Keyboard Cover,completed,ERP
TXN-51629c98bd,ERP-82be1db8d0,2026-09-23,618.47,USD,Laptop Stand,pending,ERP
TXN-7230bf3019,ERP-8c0635153c,2026-09-23,48.97,USD,Cable Organizer,completed,ERP
TXN-f8728ccaad,ERP-b51f609cb3,2026-09-23,621.22,KES,Phone Case,completed,ERP
TXN-4a84644445,ERP-60395caa93,2026-09-23,597.47,KES,Express Shipping,completed,ERP
TXN-5852e96b27,ERP-3414360547,2026-09-23,365.23,USD,Wireless Earbuds,completed,ERP
TXN-28d80adcf1,ERP-7d0b8f3068,2026-09-23,435.83,USD,Smart Watch Band,completed,ERP
TXN-006010c2c6,ERP-2909679b77,2026-09-23,49.05,USD,Keyboard Cover,completed,ERP
TXN-0904428ca8,ERP-4bab68c6ac,2026-09-23,86.87,KES,Express Shipping,completed,ERP
TXN-80fd88ec35,ERP-8c0635153c,2026-09-23,554.46,KES,Phone Case,completed,ERP
TXN-8ca746ed6f,ERP-2eee60958c,2026-09-23,168.02,KES,Screen Protector,completed,ERP
TXN-0d05b8f119,ERP-cd2402684f,2026-09-23,166.99,USD,Gift Card 1000,completed,ERP
TXN-b60d19ec19,ERP-95a35fbfbb,2026-09-23,62.21,KES,Screen Protector,refunded,ERP
TXN-02c4e4fe6c,ERP-7d0b8f3068,2026-09-23,676.26,USD,Bluetooth Speaker,completed,ERP
TXN-0a7fe17090,ERP-4293bc841b,2026-09-23,,KES,Laptop Stand,completed,ERP
TXN-b9b2ca4a11,ERP-82be1db8d0,2026-09-23,603.05,KES,USB-C Hub,completed,ERP
TXN-cddcfffbd4,ERP-3414360547,2026-10-21,801.03,KES,Express Shipping,completed,ERP
TXN-ae0497c2dc,ERP-f3fc0087c8,2026-09-23,826.52,KES,Screen Protector,refunded,ERP
TXN-eb52e97eb9,ERP-35e66b199d,2026-09-23,701.22,KES,Laptop Stand,disputed,ERP
TXN-55a8556035,ERP-038b4385b9,2026-09-23,804.08,KES,Cable Organizer,completed,ERP
TXN-01a55c14b9,ERP-b0c319cfb8,2026-09-23,136.52,KES,Power Bank 20000mAh,completed,ERP
TXN-9eede55db8,ERP-68c2618db2,2026-09-23,419.49,USD,Wireless Earbuds,completed,ERP
TXN-a02dea20d9,ERP-48fa610c27,2026-09-23,45719.24,EUR,Phone Case,disputed,ERP
TXN-7406c2c8b7,ERP-500c94d47f,2026-09-23,116.69,,Annual Subscription,completed,ERP
TXN-ca6f6294cf,ERP-6ca8d7d8e7,2026-09-23,175.96,KES,Keyboard Cover,completed,ERP
TXN-278fcdae69,ERP-7c623c06c3,2026-09-23,33134.01,USD,Smart Watch Band,completed,ERP
TXN-07fd6a11dd,ERP-5c3818f8c9,2026-09-23,195.87,USD,Monthly Plan,completed,ERP
TXN-232cd4f790,ERP-54374dab4d,2026-09-23,69.47,KES,Phone Case,completed,ERP
TXN-c7ae13f492,ERP-a21eaf7699,2026-09-23,759.68,USD,Smart Watch Band,completed,ERP
TXN-a4b63da9a5,ERP-f3c1fc1649,2026-09-23,671.58,USD,Gift Card 1000,disputed,ERP
TXN-38c06911cf,ERP-4648a7fbe1,2026-09-23,100.62,KES,Laptop Stand,completed,ERP
TXN-1115c00e9c,ERP-ec956484b5,2026-09-23,513.47,USD,Annual Subscription,completed,ERP
TXN-3f7ba662ea,ERP-46fb25b424,2026-09-23,330.01,USD,Cable Organizer,completed,ERP
TXN-ba2f032380,ERP-8502475eb9,2026-09-23,311.23,KES,Phone Case,completed,ERP
TXN-98aca1c7c8,ERP-9a6034c112,2026-09-23,710.79,USD,Bluetooth Speaker,refunded,ERP
TXN-f000d3a74d,ERP-728440e439,2026-09-23,624.45,USD,Wireless Earbuds,completed,ERP
TXN-a3fb6d18cd,ERP-ff29cb37c5,2026-09-23,124.38,KES,Express Shipping,completed,ERP
TXN-cd79920ea5,ERP-44dd54232d,2026-09-23,402.31,USD,Annual Subscription,completed,ERP
TXN-2d5966c967,ERP-82be1db8d0,2026-09-23,140.49,KES,Keyboard Cover,completed,ERP
TXN-f068504e82,ERP-bf88ca1bde,2026-09-23,234.69,KES,Laptop Stand,completed,ERP
TXN-7adb882927,ERP-f3fc0087c8,2026-09-23,716.25,USD,Power Bank 20000mAh,completed,ERP
TXN-fa85436525,ERP-aecf71a648,2026-09-23,96.6,KES,Express Shipping,completed,ERP
TXN-bb9813396f,ERP-a167766301,2026-09-23,163.64,KES,USB-C Hub,refunded,ERP
TXN-c32c8af98b,ERP-7b04792af9,2026-09-23,83.76,KES,Gift Card 1000,disputed,ERP
TXN-94568a399a,ERP-26e7323705,2026-09-23,284.96,USD,Screen Protector,completed,ERP
TXN-9e91e678c3,ERP-65a6743867,2026-09-23,141.23,USD,Annual Subscription,completed,ERP
TXN-0d3320c396,ERP-222ac75442,2026-09-23,844.44,KES,Cable Organizer,disputed,ERP
TXN-0107ba2e22,ERP-83fcfd3eec,2026-09-23,38.81,USD,USB-C Hub,completed,ERP
TXN-a4a4b5a97f,ERP-4557cce138,2026-09-23,125.52,USD,Gift Card 1000,completed,ERP
TXN-f9d37f33ca,ERP-1e3550a3a3,2026-09-23,492.15,KES,Monthly Plan,completed,ERP
TXN-421c927f8e,ERP-5b94e63558,2026-09-23,799.16,EUR,Power Bank 20000mAh,completed,ERP
TXN-36dddd6b81,ERP-7b04792af9,2026-09-23,320.76,USD,Smart Watch Band,completed,ERP
TXN-8c86e1bae6,ERP-4293bc841b,2026-09-23,11.71,USD,Laptop Stand,completed,ERP
TXN-fa78d153ae,ERP-2dfca1ec11,2026-09-23,547.9,EUR,Phone Case,completed,ERP
TXN-152029da02,ERP-db9134a1b8,2026-09-23,273.11,EUR,Monthly Plan,completed,ERP
TXN-88e9c6759b,ERP-978a114363,2026-09-23,275.56,KES,Bluetooth Speaker,completed,ERP
TXN-a4bc234b8f,ERP-be51853b2f,2026-09-23,809.99,USD,Annual Subscription,completed,ERP
TXN-f2cad1df88,ERP-db2e1c4d45,2026-09-23,448.44,USD,Express Shipping,completed,ERP
TXN-2402fd7a5b,ERP-db2e1c4d45,2026-09-23,411.97,KES,Monthly Plan,pending,ERP
TXN-ee597f9ae0,ERP-a0c708891b,2026-09-23,70.75,USD,Power Bank 20000mAh,completed,ERP
TXN-16c0343d87,ERP-bc5b633176,2026-09-23,81600.87,KES,Gift Card 1000,completed,ERP
TXN-99ea52940b,ERP-e2ee723dbd,2026-09-23,87.34,KES,Bluetooth Speaker,disputed,ERP
TXN-9f85200920,ERP-fa0b225bd8,2026-09-23,812.06,KES,Smart Watch Band,completed,ERP
TXN-638c484ec6,ERP-ec956484b5,2026-09-23,302.21,USD,Gift Card 1000,completed,ERP
TXN-96c9f6340d,ERP-95a35fbfbb,2026-09-23,327.42,USD,Bluetooth Speaker,completed,ERP
TXN-38a072d804,ERP-60395caa93,2026-09-23,80.74,KES,Phone Case,refunded,ERP
TXN-a40291b8d6,ERP-e51cc3d23d,2026-09-23,569.22,USD,Gift Card 1000,completed,ERP
TXN-8bc15a3261,ERP-aa5569a7b8,2026-09-23,353.93,USD,Monthly Plan,completed,ERP
TXN-d784b8314c,ERP-aeef54526c,2026-09-23,,USD,USB-C Hub,completed,ERP
TXN-1f80049e33,ERP-4b17b16b61,2026-09-23,697.93,USD,Cable Organizer,completed,ERP
TXN-b9e6501fd0,ERP-fa0b225bd8,2026-09-23,367.59,EUR,Monthly Plan,completed,ERP
TXN-3d4198dbee,ERP-dec1355c58,2026-09-23,105.02,USD,Gift Card 1000,completed,ERP
TXN-22d7764029,ERP-95a35fbfbb,2026-09-23,14.75,USD,Cable Organizer,completed,ERP
TXN-888b13b5e5,ERP-09778f9720,2026-09-23,541.12,USD,Annual Subscription,completed,ERP
TXN-80d6f2a1b1,ERP-a21f90a2e4,2026-09-23,,KES,Annual Subscription,refunded,ERP
TXN-c1497505fe,ERP-9a6034c112,2026-09-23,243.68,USD,Keyboard Cover,completed,ERP
TXN-28b780f00a,ERP-d57d655b56,2026-09-23,815.54,KES,Bluetooth Speaker,completed,ERP
TXN-bffe5cd791,ERP-68c2618db2,2026-09-23,538.38,USD,Power Bank 20000mAh,completed,ERP
TXN-f07f3246d8,ERP-d18dd115f0,2026-09-23,167.95,KES,Screen Protector,completed,ERP
TXN-d3dc0e147e,ERP-6ca8d7d8e7,2026-09-23,619.94,EUR,Keyboard Cover,completed,ERP
TXN-8487c018de,ERP-95a35fbfbb,2026-09-23,438.19,KES,Laptop Stand,completed,ERP
TXN-9c47c9a2c5,ERP-511effba5d,2026-09-23,268.29,USD,Keyboard Cover,refunded,ERP
TXN-e398887e79,ERP-d2753fd71c,2026-09-23,367.77,USD,Annual Subscription,completed,ERP
TXN-65d94c95b9,ERP-f3fc0087c8,2026-09-23,703.55,USD,Power Bank 20000mAh,disputed,ERP
TXN-b42d405b96,ERP-31bb73d117,2026-09-23,,KES,Phone Case,completed,ERP
TXN-6264e16953,ERP-85eb4deccd,2026-09-23,479.59,KES,Screen Protector,completed,ERP
TXN-293d461795,ERP-82f0dbcc71,2026-09-23,759.3,KES,Power Bank 20000mAh,completed,ERP
TXN-1f40585fd6,ERP-ef705e9696,2026-10-28,109.86,,Bluetooth Speaker,completed,ERP
TXN-dcdb797500,ERP-6ec60b87e1,2026-09-23,115.74,EUR,Screen Protector,completed,ERP
TXN-27b77177f2,ERP-1803805983,2026-09-23,237.1,USD,Screen Protector,completed,ERP
TXN-a4a2878b25,ERP-d18dd115f0,,717.4,EUR,USB-C Hub,completed,ERP
TXN-37079cad0a,ERP-5f5b913e98,2026-09-23,79.37,USD,Express Shipping,pending,ERP
TXN-d710179a8b,ERP-4bab68c6ac,2026-09-23,45.56,KES,Monthly Plan,completed,ERP
TXN-e0ef8b0dbb,ERP-cd2402684f,2026-09-23,274.84,KES,Express Shipping,completed,ERP
TXN-6f8732e14d,ERP-f6ba2db5c0,2026-09-23,830.02,KES,USB-C Hub,completed,ERP
TXN-affa47b9e3,ERP-f1469ceb7a,2026-09-23,,KES,USB-C Hub,completed,ERP
TXN-e44d3607b8,ERP-2b63b3dc33,2026-09-23,648.55,KES,Smart Watch Band,completed,ERP
TXN-02f0410873,ERP-d2753fd71c,2026-09-23,828.93,USD,Gift Card 1000,completed,ERP
TXN-36347b7b70,ERP-60395caa93,2026-09-23,,USD,USB-C Hub,completed,ERP
TXN-10e642e71d,ERP-ef705e9696,2026-09-23,788.25,KES,Laptop Stand,completed,ERP
TXN-7fda4fea5b,ERP-038b4385b9,2026-09-23,623.54,KES,Bluetooth Speaker,completed,ERP
TXN-0409511f75,ERP-a8619634ad,2026-09-23,815.33,KES,Wireless Earbuds,completed,ERP
TXN-9b2c79ec3e,ERP-75789abbc8,2026-09-23,336.16,KES,Monthly Plan,completed,ERP
TXN-0c2b2bf958,ERP-2909679b77,2026-09-23,84.63,KES,Keyboard Cover,completed,ERP
TXN-4b8b7dab33,ERP-1bbdfd426c,2026-09-23,765.39,KES,Keyboard Cover,completed,ERP
TXN-42f2b2d194,ERP-35e66b199d,2026-09-23,-506.93,EUR,Keyboard Cover,completed,ERP
TXN-04c2610c55,ERP-82be1db8d0,2026-09-23,146.37,KES,Smart Watch Band,completed,ERP
TXN-85bb614c67,ERP-41445bd11a,2026-09-23,312.82,KES,Monthly Plan,completed,ERP
TXN-af9c120a42,ERP-aecf71a648,2026-09-23,584.49,USD,Bluetooth Speaker,completed,ERP
TXN-e8bcd0040f,ERP-83fcfd3eec,2026-09-23,308.71,USD,Bluetooth Speaker,completed,ERP
TXN-3470bfaee6,ERP-0bf8f43b7d,2026-09-23,152.83,EUR,Power Bank 20000mAh,completed,ERP
TXN-57df0ade64,ERP-72f504ddea,2026-09-23,709.87,KES,Cable Organizer,pending,ERP
TXN-111bba5749,ERP-2dfca1ec11,2026-09-23,580.38,KES,Screen Protector,completed,ERP
TXN-26ca7ea7b9,ERP-6ec60b87e1,2026-09-23,702.52,,Wireless Earbuds,completed,ERP
TXN-ada25ebc50,ERP-82be1db8d0,2026-09-23,567.2,USD,Phone Case,completed,ERP
TXN-6ea89f3158,ERP-e51cc3d23d,2026-09-23,404.84,KES,Annual Subscription,pending,ERP
TXN-f835f66e38,ERP-4f0d1a73dc,2026-09-23,481.5,USD,Cable Organizer,completed,ERP
TXN-74237a53db,ERP-44dd54232d,2026-09-23,483.83,USD,Bluetooth Speaker,completed,ERP
TXN-93fa8da23d,ERP-54374dab4d,2026-09-23,400.78,KES,Bluetooth Speaker,completed,ERP
TXN-06259c943b,ERP-1803805983,2026-09-23,669.7,USD,Cable Organizer,completed,ERP
TXN-188dab334e,ERP-aa3308ec6d,2026-09-23,396.07,USD,Express Shipping,completed,ERP
TXN-bba86908a1,ERP-65a6743867,2026-09-23,482.8,USD,Phone Case,pending,ERP
TXN-9dc2bb5e80,ERP-2b6b7ece46,2026-11-06,70021.98,USD,Laptop Stand,completed,ERP
TXN-c37ee6f63e,ERP-ef705e9696,2026-09-23,444.25,KES,Wireless Earbuds,completed,ERP
TXN-1f6fc75545,ERP-8c0635153c,2026-09-23,716.25,KES,Annual Subscription,pending,ERP
TXN-1a3c44bd80,ERP-0e97b59b65,2026-09-23,149.31,USD,Keyboard Cover,completed,ERP
TXN-f718db1289,ERP-d2753fd71c,2026-09-23,594.52,KES,Bluetooth Speaker,completed,ERP
TXN-12c00b045f,ERP-106f9167a0,2026-09-23,41.02,,Keyboard Cover,disputed,ERP
TXN-873a3c770a,ERP-26bcd5e6f2,2026-09-23,299.76,USD,Phone Case,completed,ERP
TXN-2752b9b8ba,ERP-5b94e63558,2026-09-23,240.2,USD,Bluetooth Speaker,completed,ERP
TXN-a444f7fe7b,ERP-dec1355c58,2026-09-23,660.21,KES,Power Bank 20000mAh,completed,ERP
TXN-4069b1777e,ERP-bf88ca1bde,2026-09-23,200.79,USD,Annual Subscription,completed,ERP
TXN-a2cc670346,ERP-4f0d1a73dc,2026-09-23,620.3,KES,Phone Case,disputed,ERP
TXN-047f5d3e15,ERP-1efbe132c4,2026-09-23,785.4,KES,Bluetooth Speaker,completed,ERP
TXN-f8b5fba520,ERP-b3a8c1b856,2026-09-23,175.01,KES,Gift Card 1000,pending,ERP
TXN-171ad98db7,ERP-5b94e63558,2026-09-23,759.83,KES,Screen Protector,completed,ERP
TXN-344180a86c,ERP-2eee60958c,2026-09-23,708.38,USD,Power Bank 20000mAh,completed,ERP
TXN-5324234e47,ERP-d3c65e6bb0,2026-09-23,485.93,KES,Phone Case,completed,ERP
TXN-e97c9f0fa5,ERP-41445bd11a,2026-09-23,334.91,KES,Laptop Stand,pending,ERP
TXN-99fe4065e1,ERP-f3457f4a23,2026-09-23,527.75,KES,Cable Organizer,pending,ERP
TXN-3a8c110aaa,ERP-1bbdfd426c,2026-09-23,755.38,KES,Express Shipping,completed,ERP
TXN-06b6417177,ERP-2ed6eb4899,2026-09-23,769.15,USD,Wireless Earbuds,completed,ERP
TXN-b69b89d865,ERP-0d1916600d,2026-09-23,804.88,KES,Wireless Earbuds,completed,ERP
TXN-7b91de6ced,ERP-46fb25b424,2026-09-23,23.12,KES,Gift Card 1000,completed,ERP
TXN-0a383afddc,ERP-933fbe2566,2026-09-23,652.0,USD,Bluetooth Speaker,completed,ERP
TXN-9b2f266eda,ERP-72f504ddea,2026-09-23,,KES,Cable Organizer,completed,ERP
TXN-254585f757,ERP-4557cce138,2026-09-23,742.9,KES,Wireless Earbuds,completed,ERP
TXN-f6f69e455e,ERP-65a6743867,2026-09-23,114.61,KES,Annual Subscription,completed,ERP
TXN-59d0bdee5b,ERP-0617daa491,2026-09-23,379.79,KES,Screen Protector,completed,ERP
TXN-472a670c6d,ERP-9497e65085,2026-09-23,297.91,KES,Keyboard Cover,refunded,ERP
TXN-ad157c4022,ERP-26bcd5e6f2,2026-09-23,108.72,USD,Wireless Earbuds,pending,ERP
TXN-DUP-bec1daf998,ERP-abd3cf8203,2026-09-23,10.37,KES,Annual Subscription,completed,ERP
TXN-DUP-59ea683b1f,ERP-1803805983,2026-09-24,76.22,KES,Monthly Plan,completed,ERP
TXN-DUP-40b673e69b,ERP-6ca8d7d8e7,2026-09-23,254.32,KES,Wireless Earbuds,completed,ERP
TXN-DUP-cdbf2f1392,ERP-d3c65e6bb0,2026-09-22,485.93,KES,Phone Case,completed,ERP
TXN-DUP-559d09e54d,ERP-bc5b633176,2026-09-23,729.94,USD,Keyboard Cover,completed,ERP
TXN-DUP-02b33b3e14,ERP-1803805983,2026-09-25,76.22,KES,Monthly Plan,completed,ERP
TXN-DUP-27e9b8431e,ERP-6ca8d7d8e7,2026-09-23,254.32,KES,Wireless Earbuds,completed,ERP
TXN-DUP-e4a8e35bbd,ERP-53de999693,2026-09-23,38.23,KES,Monthly Plan,completed,ERP
